نام کالا,نماد,تالار,تولید کننده,نوع قرارداد,قیمت پایانی میانگین موزون,ارزش معامله (هزارریال),قیمت پایانی,پایین ترین,بالاترین,قیمت پایه عرضه,حجم عرضه,تقاضا,حجم قرارداد,واحد,تاریخ معامله,تاریخ تحویل,مکان تحویل,عرضه کننده,تاریخ قیمت تسویه,کارگزار,نحوه عرضه,روش خرید,نوع بسته بندی,نوع تسویه,نوع ارز,کد عرضه
سیم و مفتول مسی,OFAC-CR018OO-00,تالار صنعتی,گروه صنایع کابلسازی افق البرز,نقدی,,0,,,,"5,773,749",400,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,گروه صنایع کابلسازی افق البرز,,دانایان,عمده,عادی,کلاف,نقدی,ریال,889210
استایرن بوتادین رابر روشن 1502,IPC-LSBR1502RMP-00,تالار پتروشیمی,پتروشیمی بندرامام,سلف,"951,167","105,465,396/96","951,167","951,167","951,167","951,167",181/44,131/04,110/88,تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی بندر امام,,تامین سرمایه نوین,عمده,عادی,پالت فلزی,نقدی,ریال,889211
پلی اتیلن سبک فیلم 0200,IPC-LDLF0200PP-00,تالار پتروشیمی,پتروشیمی بندرامام,سلف,"525,756","499,468,390","525,756","524,899","526,999","514,205",950,"1,470",950,تن,1403/08/22,1403/09/03,انبار کارخانه,پتروشیمی بندر امام,,بانک ملت,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889214
پلی اتیلن سنگین بادی 0035,IPC-HDHB0035PP-00,تالار پتروشیمی,پتروشیمی بندرامام,سلف,"402,636","690,922,650","402,636","399,999","409,999","391,495","1,716","2,574","1,716",تن,1403/08/22,1403/09/13,انبار کارخانه,پتروشیمی بندر امام,,بانک ملت,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889218
استایرن بوتادین رابر روشن 1502,IPC-LSBR1502RMP-00,تالار پتروشیمی,پتروشیمی بندرامام,سلف,"951,167","115,053,160/32","951,167","951,167","951,167","951,167",423/36,120/96,120/96,تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی بندر امام,,تامین سرمایه نوین,عمده,عادی,پالت فلزی,نقدی / اعتباری,ریال,889224
پلی اتیلن سنگین تزریقی HI0500,IPC-HDHI0500PP-00,تالار پتروشیمی,پتروشیمی بندرامام,سلف,"416,594","109,980,816","416,594","415,888","417,899","397,085",264,506,264,تن,1403/08/22,1403/09/03,انبار کارخانه,پتروشیمی بندر امام,,بانک ملت,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889225
سیمان مرکب/کیسه50,ACC-CEMENTPM-50L-00,تالار سیمان,سیمان آبیک,نقدی,"13,860","97,021,070","13,860","13,840","13,999","13,804","7,000","8,560","7,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان آبیک,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889227
پلی اتیلن سنگین بادی LMP 0035,IPC-HDHB0035LMPJ-00,تالار پتروشیمی,پتروشیمی بندرامام,سلف,"648,305","13,614,405","648,305","637,458","669,999","391,495",21,56,21,تن,1403/08/22,1403/09/03,انبار کارخانه,پتروشیمی بندر امام,,بانک ملت,عمده,عادی,جامبوبگ,نقدی,ریال,889231
قیر 6070,PAC-BI6070B-00,تالار فرآورده های نفتی,نفت پاسارگاد تهران,نقدی,"211,647","9,312,468","211,647","211,647","211,647","211,647",500,244,44,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889235
قیر 6070,PACA-BI6070B-00,تالار فرآورده های نفتی,نفت پاسارگاد آبادان,نقدی,"198,000","9,900,000","198,000","198,000","198,000","198,000",100,50,50,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889236
قیر PG5822,PACT-BIPG5822B-00,تالار فرآورده های نفتی,نفت پاسارگاد تبریز,نقدی,,0,,,,"205,000",100,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889237
قیر 6070,PACB-BI6070B-00,تالار فرآورده های نفتی,نفت پاسارگاد بندرعباس,نقدی,,0,,,,"217,000",250,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889238
سیمان پرتلند آهکی/کیسه50,UCC-CEMENTPOLI-50L-00,تالار سیمان,سیمان ارومیه,نقدی,"15,752","7,875,800","15,752","15,739","15,769","12,313",500,"1,690",500,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ارومیه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889240
نبشی 6,NYZ-EA009000-00,تالار صنعتی,نورد یاوران زنجان,نقدی,,0,,,,"280,480",250,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نورد یاوران زنجان,,اعتبار تابان,عمده,عادی,شاخه,نقدی,ریال,889241
سیمان CEM2-32.5R/کیسه50,OAC-CEM2-32.5R-50L-00,تالار سیمان,سیمان عمران انارک,نقدی,"15,430","30,859,150","15,430","15,389","15,500","14,781","2,000","2,750","2,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان عمران انارک,,بانک صادرات ایران,عمده,عادی,کیسه,نقدی,ریال,889252
سیمان پوزولانی ویژه,KHCE-CEMENTSPB-00,تالار سیمان,سیمان خاش,نقدی,"14,599","17,518,450","14,599","14,462","14,669","11,564","1,200","2,350","1,200",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان خاش,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,889253
شمش آلیاژ ADC12,FAZG-APDC122-00,تالار صنعتی,فناوری آذین ذوب گلپایگان,نقدی,,0,,,,"1,580,000",20,0,0,تن,1403/08/22,1403/08/28,انبار کارخانه,فناوری آذین ذوب گلپایگان,,بانک ملت,عمده,عادی,سایر,نقدی,ریال,889254
سیمان پوزولانی ویژه/کیسه50,KHCE-CEMENTSP-50L-00,تالار سیمان,سیمان خاش,نقدی,"14,714","73,570,510","14,714","14,599","14,978","12,669","5,000","6,850","5,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان خاش,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889256
ناودانی 10,YAS-PTGOOO000-00,تالار صنعتی,فولاد الماس یزد,نسیه,"282,777","282,777,000","282,777","282,777","282,777","280,480","1,000","1,100","1,000",تن,1403/08/22,1403/08/27,انبار کارخانه,فولاد الماس یزد,2024/12/02,بانک آینده,عمده,عادی,شاخه,نقدی / اعتباری,ریال,889257
شمش آلیاژ AS9U3,FAZG-APS9U32-00,تالار صنعتی,فناوری آذین ذوب گلپایگان,نقدی,,0,,,,"1,590,000",20,0,0,تن,1403/08/22,1403/08/28,انبار کارخانه,فناوری آذین ذوب گلپایگان,,بانک ملت,عمده,عادی,سایر,نقدی,ریال,889260
سیمان پوزولانی/کیسه50,DCCO-CEMENTP-50L-00,تالار سیمان,سیمان دورود,نقدی,,0,,,,"12,547",200,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان دورود,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889261
سیمان مرکب/کیسه50,DCCO-CEMENTPM-50L-00,تالار سیمان,سیمان دورود,نقدی,,0,,,,"13,135",200,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان دورود,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889264
سیمان مرکب,AAC-CEMENTPMB-00,تالار سیمان,سیمان آرتا اردبیل,نقدی,"14,452","93,939,800","14,452","14,377","14,555","14,079","6,500","6,975","6,500",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان آرتا اردبیل,,بانک پاسارگاد,عمده,عادی,فله,نقدی,ریال,889266
سیمان مرکب/کیسه50,AAC-CEMENTPM-50L-00,تالار سیمان,سیمان آرتا اردبیل,نقدی,"16,386","163,857,300","16,386","16,062","16,739","15,314","10,000","14,800","10,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان آرتا اردبیل,,بانک پاسارگاد,عمده,عادی,کیسه,نقدی,ریال,889269
سیمان پوزولانی ویژه/کیسه50,SACE-CEMENTSP-50L-00,تالار سیمان,سیمان ساوه,نقدی,"13,805","82,829,130","13,805","13,740","13,969","13,726","6,000","7,180","6,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889270
سیمان مرکب/کیسه50,FAFI-CEMENTPM-50L-00,تالار سیمان,سیمان فراز فیروزکوه,نقدی,"14,840","7,420,175","14,840","14,780","14,866","14,634",500,875,500,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان فراز فیروزکوه,,بانک پاسارگاد,عمده,عادی,کیسه,نقدی,ریال,889273
سیمان پوزولانی ویژه,SACE-CEMENTSPB-00,تالار سیمان,سیمان ساوه,نقدی,"11,046","11,045,800","11,046","11,009","11,169","10,648","1,000","1,360","1,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,889274
سیمان پوزولانی ویژه/کیسه50,ZCC-CEMENTSP-50L-00,تالار سیمان,سیمان زنجان,نقدی (مچینگ),"11,513","3,741,725","11,513","11,513","11,513","11,513",0,325,325,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان زنجان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889276
سیمان پوزولانی ویژه/کیسه50,ZCC-CEMENTSP-50L-00,تالار سیمان,سیمان زنجان,نقدی,"11,513","7,771,275","11,513","11,513","11,513","11,513","1,000",875,675,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان زنجان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889276
پلی اتیلن ترفتالات نساجی Super Bright TG645,PTC-PETSBTG645J-00,تالار پتروشیمی,پتروشیمی تندگویان,سلف,"509,057","257,583,084","509,057","509,000","509,144","496,779",506,"1,430",506,تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی شهید تندگویان,,بانک صنعت و معدن,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,889277
سیمان مرکب,FAFI-CEMENTPMB-00,تالار سیمان,سیمان فراز فیروزکوه,نقدی,"13,972","76,843,450","13,972","13,635","14,091","13,375","5,500","9,500","5,500",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان فراز فیروزکوه,,بانک پاسارگاد,عمده,عادی,فله,نقدی,ریال,889278
سیمان مرکب/کیسه50,SCC-CEMENTPM-50L-00,تالار سیمان,سیمان صوفیان,نقدی (مچینگ),"14,688","34,369,920","14,688","14,688","14,688","14,688",0,"2,340","2,340",تن,1403/08/22,1403/08/27,انبار کارخانه,کارخانجات سیمان صوفیان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889279
سیمان مرکب/کیسه50,SCC-CEMENTPM-50L-00,تالار سیمان,سیمان صوفیان,نقدی,"14,688","39,070,080","14,688","14,688","14,688","14,688","5,000","2,860","2,660",تن,1403/08/22,1403/08/27,انبار کارخانه,کارخانجات سیمان صوفیان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889279
سیمان پرتلند آهکی/کیسه50,SCC-CEMENTPOLI-50L-00,تالار سیمان,سیمان صوفیان,نقدی,"12,340","20,237,600","12,340","12,340","12,340","12,340","5,000","1,940","1,640",تن,1403/08/22,1403/08/27,انبار کارخانه,کارخانجات سیمان صوفیان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889281
سیمان پرتلند آهکی/کیسه50,SCC-CEMENTPOLI-50L-00,تالار سیمان,سیمان صوفیان,نقدی (مچینگ),"12,340","41,462,400","12,340","12,340","12,340","12,340",0,"3,360","3,360",تن,1403/08/22,1403/08/27,انبار کارخانه,کارخانجات سیمان صوفیان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889281
پلی اتیلن ترفتالات نساجی TG645,PTC-PETTG645J-00,تالار پتروشیمی,پتروشیمی تندگویان,سلف,"494,140","1,489,337,608","494,140","494,000","499,987","483,674","3,014","4,334","3,014",تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی شهید تندگویان,,بانک صنعت و معدن,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,889282
پلی اتیلن ترفتالات نساجی TG641,PTC-PETTG641J-00,تالار پتروشیمی,پتروشیمی تندگویان,سلف,"497,053","1,191,933,380","497,053","497,000","497,258","492,847","2,398","3,058","2,398",تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی شهید تندگویان,,بانک صنعت و معدن,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,889283
سیمان سفید,SACE-CEMENTWB-00,تالار سیمان,سیمان ساوه,نقدی,"39,264","20,613,600","39,264","39,264","39,264","39,264",700,525,525,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,889287
سیمان سفید,SACE-CEMENTWB-00,تالار سیمان,سیمان ساوه,نقدی (مچینگ),"39,264","6,871,200","39,264","39,264","39,264","39,264",0,175,175,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,889287
سیمان سفید/کیسه50,SACE-CEMENTW-50L-00,تالار سیمان,سیمان ساوه,نقدی,"35,608","21,364,775","35,608","35,559","35,800","32,466",600,750,600,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889288
سیمان سفید/کیسه25,SACE-CEMENTW-25L-00,تالار سیمان,سیمان ساوه,نقدی,"35,166","35,165,500","35,166","34,889","35,500","33,551","1,000","1,450","1,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889290
سیمان سفید/کیسه40,SACE-CEMENTW-40L-00,تالار سیمان,سیمان ساوه,نقدی,"33,028","29,725,000","33,028","32,891","33,299","31,369",900,"1,325",900,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889291
پلی اتیلن سبک فیلم LFI2119,ASPC-LDLFI2119WP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی,"514,205","905,000,800","514,205","514,205","514,205","514,205","3,014","2,354","1,760",تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت چوبی,نقدی,ریال,889292
پلی اتیلن سبک فیلم LFI2119,ASPC-LDLFI2119WP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی (مچینگ),"514,205","33,937,530","514,205","514,205","514,205","514,205",0,66,66,تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت چوبی,نقدی,ریال,889292
سیمان سفید بنایی/کیسه40,SACE-CEMENTWB-40L-00,تالار سیمان,سیمان ساوه,نقدی (مچینگ),"30,191","2,264,325","30,191","30,191","30,191","30,191",0,75,75,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889294
سیمان سفید بنایی/کیسه40,SACE-CEMENTWB-40L-00,تالار سیمان,سیمان ساوه,نقدی,"30,191","33,964,875","30,191","30,191","30,191","30,191","1,200","1,300","1,125",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889294
سیمان سفید بنایی/کیسه 25,SACE-CEMENTWB-25L-00,تالار سیمان,سیمان ساوه,نقدی,"32,676","35,943,575","32,676","32,100","32,869","31,520","1,100","1,600","1,100",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889296
قیر 6070,KGAS-BI6070B-00,تالار فرآورده های نفتی,کیا گستر اهورا شرق,نسیه,"178,000","10,680,000","178,000","178,000","178,000","178,000",200,60,60,تن,1403/08/22,1403/08/27,انبار کارخانه,کیا گستر اهوراشرق,2025/02/10,اعتبار تابان,عمده,عادی,فله,نقدی / اعتباری,ریال,889303
سیمان سفید/کیسه50,NECO-CEMENTW-50L-00,تالار سیمان,سیمان سفید نی ریز (سیمان نی ریز),نقدی,"36,757","8,821,670","36,757","36,608","36,909","35,308",240,330,240,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان سفید نی ریز,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889307
سیمان سفید/کیسه40,NECO-CEMENTW-40L-00,تالار سیمان,سیمان سفید نی ریز (سیمان نی ریز),نقدی,"39,626","5,547,700","39,626","39,279","39,777","37,468",140,280,140,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان سفید نی ریز,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889310
سیمان پوزولانی/کیسه50,CMK-CEMENTP-50L-00,تالار سیمان,سیمان توسعه ماهان کرمان,نقدی,"11,629","29,072,670","11,629","11,629","11,630","11,629","2,500","4,010","2,500",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان توسعه ماهان کرمان,,خبرگان سهام,عمده,عادی,کیسه,نقدی,ریال,889311
سیمان سفید/کیسه25,NECO-CEMENTW-25L-00,تالار سیمان,سیمان سفید نی ریز (سیمان نی ریز),نقدی,"37,843","16,272,540","37,843","37,772","37,939","36,298",430,550,430,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان سفید نی ریز,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889313
سیمان سفید/کیسه20,NECO-CEMENTW-20L-00,تالار سیمان,سیمان سفید نی ریز (سیمان نی ریز),نقدی,"40,085","28,059,670","40,085","39,899","40,605","36,659",700,"1,240",700,تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان سفید نی ریز,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,889316
پلی اتیلن سنگین بادی BL3,MPC-HDBL3PP-00,تالار پتروشیمی,پتروشیمی مارون,نقدی (مچینگ),"391,495","68,903,120","391,495","391,495","391,495","391,495",0,176,176,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی مارون,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889317
پلی اتیلن سنگین بادی BL3,MPC-HDBL3PP-00,تالار پتروشیمی,پتروشیمی مارون,نقدی,"391,495","1,171,353,040","391,495","391,495","391,495","391,495","4,796","3,454","2,992",تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی مارون,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889317
پلی اتیلن سنگین فیلم EX5,MPC-HDEX5PP-00,تالار پتروشیمی,پتروشیمی مارون,نقدی,"415,050","91,310,912","415,050","414,500","415,413","411,904",220,352,220,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی مارون,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889323
پلی اتیلن سنگین فیلم HFI5110,ASPC-HDHFI5110WP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی,"414,094","1,785,574,692","414,094","413,000","416,000","411,904","4,312","4,708","4,312",تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت چوبی,نقدی,ریال,889328
پلی اتیلن سنگین فیلم F7000,ILPE-HD7000FWP-00,تالار پتروشیمی,پتروشیمی ایلام,سلف,"411,904","715,889,152","411,904","411,904","411,904","411,904","1,804","2,068","1,738",تن,1403/08/22,1403/09/12,انبار کارخانه,پتروشیمی ایلام,,بانک صنعت و معدن,عمده,عادی,پالت چوبی,نقدی,ریال,889329
پلی اتیلن سنگین فیلم F7000,ILPE-HD7000FWP-00,تالار پتروشیمی,پتروشیمی ایلام,سلف (مچینگ),"411,904","27,185,664","411,904","411,904","411,904","411,904",0,66,66,تن,1403/08/22,1403/09/12,انبار کارخانه,پتروشیمی ایلام,,بانک صنعت و معدن,عمده,عادی,پالت چوبی,نقدی,ریال,889329
قیر 6070,PACS-BI6070B-00,تالار فرآورده های نفتی,نفت پاسارگاد شیراز,نقدی,,0,,,,"220,000",200,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889334
پلی اتیلن ترفتالات بطری WK821,WANE-PETWK821J-603,تالار پتروشیمی,"Wankai New Materials Co.,Ltd",نقدی,,0,,,,"621,500",88,0,0,تن,1403/08/22,1403/08/27,شاد آباد,توسعه پتروشیمی هزاره سوم,,مفید,عمده,عادی,جامبوبگ,نقدی,ریال,889342
قیر PG6416,PACS-BIPG6416B-00,تالار فرآورده های نفتی,نفت پاسارگاد شیراز,نقدی,,0,,,,"220,000",650,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889343
قیر PG7610,PACS-BIPG7610B-00,تالار فرآورده های نفتی,نفت پاسارگاد شیراز,نقدی,,0,,,,"220,000",100,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889345
پلی اتیلن سنگین فیلم MFI3713,ASPC-HDMFI3713WP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی,,0,,,,"487,497",990,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت چوبی,نقدی,ریال,889346
بنزن,BSPC-BENZENEB-00,تالار پتروشیمی,پتروشیمی بوعلی سینا,نقدی,"396,145","301,070,200","396,145","396,145","396,145","396,145",760,760,760,تن,1403/08/23,1403/08/28,انبار کارخانه,پتروشیمی بوعلی سینا,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,889362
کنسانتره سنگ آهن,KAVE-OAIOC-00,تالار حراج باز,فولاد شرق کاوه,نقدی,"38,840","1,165,200,000","38,840","38,840","38,840","38,840","50,000","30,000","30,000",تن,1403/08/22,1403/08/27,انبار کارخانه,فولاد شرق کاوه,,بورس بهگزین,عمده,عادی,فله,نقدی / اعتباری,ریال,889363
قیر PG7016,PAC-BIPG7016B-00,تالار فرآورده های نفتی,نفت پاسارگاد تهران,نقدی,,0,,,,"211,647","1,000",0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نفت پاسارگاد,,صبا تأمین,عمده,عادی,فله,نقدی / اعتباری,ریال,889382
پلی اتیلن ترفتالات بطری BG785,PTC-PETBG785J-00,تالار پتروشیمی,پتروشیمی تندگویان,سلف,"537,061","543,505,952","537,061","532,489","540,119","448,552","1,012","1,518","1,012",تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی شهید تندگویان,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889388
پلی اتیلن ترفتالات بطری BG781,PTC-PETBG781J-00,تالار پتروشیمی,پتروشیمی تندگویان,سلف,"525,238","751,090,384","525,238","520,999","529,999","457,523","1,430","1,672","1,430",تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی شهید تندگویان,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889389
پلی اتیلن ترفتالات بطری BG825,PTC-PETBG825J-00,تالار پتروشیمی,پتروشیمی تندگویان,نقدی,"517,516","261,863,140","517,516","508,369","530,000","465,640",506,924,506,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی شهید تندگویان,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889390
پلی اتیلن ترفتالات بطری BG821,PTC-PETBG821J-00,تالار پتروشیمی,پتروشیمی تندگویان,سلف,"594,305","601,436,528","594,305","591,200","599,999","479,310","1,012","1,782","1,012",تن,1403/08/22,1403/09/20,انبار کارخانه,پتروشیمی شهید تندگویان,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889391
پلی اتیلن سبک خطی 0209AA,PAM-LLD0209AAJ-00,تالار پتروشیمی,پتروشیمی امیرکبیر,نقدی,"458,741","321,118,890","458,741","455,669","460,800","429,776",700,"1,150",700,تن,1403/08/22,1403/08/30,انبار کارخانه,پتروشیمی امیرکبیر,,بانک رفاه کارگران,عمده,عادی,جامبوبگ,نقدی,ریال,889394
پلی اتیلن ترفتالات بطری BG785,PTC-PETBG785J-212,تالار پتروشیمی,پتروشیمی تندگویان,نقدی,"532,381","339,659,320","532,381","529,999","534,999","448,552",638,"1,166",638,تن,1403/08/22,1403/08/27,قم,پتروشیمی شهید تندگویان,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889397
پلی اتیلن ترفتالات بطری BG781,PTC-PETBG781J-212,تالار پتروشیمی,پتروشیمی تندگویان,نقدی,"534,212","117,526,706","534,212","531,789","538,999","457,523",220,572,220,تن,1403/08/22,1403/08/27,قم,پتروشیمی شهید تندگویان,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889398
پلی اتیلن سنگین لوله CRP100N,JPC-HDCRP100NPP-00,تالار پتروشیمی,پتروشیمی جم,نقدی,"444,282","752,613,708","444,282","444,282","444,282","444,282","1,716","1,760","1,694",تن,1403/08/22,1403/08/27,انبار کارخانه,پترو شیمی جم,,صبا جهاد,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889399
پلی اتیلن سنگین لوله CRP100N,JPC-HDCRP100NPP-00,تالار پتروشیمی,پتروشیمی جم,نقدی,"444,282","840,581,544","444,282","444,282","444,282","444,282","2,002","2,134","1,892",تن,1403/08/22,1403/08/27,انبار کارخانه,پترو شیمی جم,,صبا جهاد,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889400
پلی اتیلن سنگین تزریقی 52518,JPC-HD52518PP-00,تالار پتروشیمی,پتروشیمی جم,سلف,"408,997","1,547,644,648","408,997","408,997","408,997","408,997","3,784","3,784","3,784",تن,1403/08/22,1403/09/18,انبار کارخانه,پترو شیمی جم,,صبا جهاد,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889401
قیر 6070,AHM-BI6070B-00,تالار فرآورده های نفتی,پالایش حصار مهران,نسیه,,0,,,,"198,000",500,0,0,تن,1403/08/22,1403/08/30,انبار کارخانه,پالایش حصارمهران,2024/12/12,پارسیان,عمده,عادی,فله,نقدی / اعتباری,ریال,889406
قیر PG6422,AHM-BIPG6422B-00,تالار فرآورده های نفتی,پالایش حصار مهران,نقدی,,0,,,,"198,500",500,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,پالایش حصارمهران,,پارسیان,عمده,عادی,فله,نقدی,ریال,889408
قیر امولسیون CRS1,AHM-BIEMCRS1B-00,تالار فرآورده های نفتی,پالایش حصار مهران,نقدی,,0,,,,"152,000",100,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,پالایش حصارمهران,,پارسیان,عمده,عادی,فله,نقدی,ریال,889410
پلی اتیلن سبک خطی 0209AA,PAM-LLD0209AAPP-00,تالار پتروشیمی,پتروشیمی امیرکبیر,سلف,"465,649","2,007,880,578","465,649","463,119","476,000","429,776","4,312","5,610","4,312",تن,1403/08/22,1403/09/03,انبار کارخانه,پتروشیمی امیرکبیر,,بانک رفاه کارگران,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889411
قیر امولسیون CSS1H,AHM-BIEMCSS1HB-00,تالار فرآورده های نفتی,پالایش حصار مهران,نقدی,,0,,,,"182,000",100,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,پالایش حصارمهران,,پارسیان,عمده,عادی,فله,نقدی,ریال,889412
